nombre_ejercicio,otros_nombres,tipo_ejercicio,grupo_muscular_principal,grupo_muscular_secundario,localizacion,url_video,descripcion,imagen,equipamiento,nivel,patron_movimiento,series_recomendadas
Face pull,Jalón facial,Aislamiento,Hombros,"Trapecio, Manguito rotador",Gimnasio,https://player.mediadelivery.net/play/713982/4ebc21d2-3b77-4e8c-83c1-086a31b1074f,"1. Coloca la polea a la altura de la cara y agarra la cuerda.
2. Tira hacia la cara separando los extremos de la cuerda.
3. Lleva los codos altos y las manos a los lados de la cabeza.
4. Vuelve controlado al frente. Repite.

⚠️ Errores comunes
* Usar demasiado peso y tirar con el cuerpo.
* Bajar los codos (se vuelve remo).
* No separar la cuerda al final.
* Encoger los hombros hacia las orejas.",face-pull.png,"Polea, Cable",Principiante,Rotación externa,"3 series de 10 repeticiones, 60 seg de descanso"
Press militar con barra,"Military press, Overhead press",Compuesto,Hombros,"Tríceps, Core",Ambos,https://player.mediadelivery.net/play/713982/6babe3cf-9b2b-4eef-b1da-cdb9a34d6b2d,"1. De pie, sujeta la barra a la altura de la clavícula, agarre algo más ancho que los hombros.
2. Aprieta abdomen y glúteos para fijar el tronco.
3. Empuja la barra recto hacia arriba, moviendo la cabeza ligeramente atrás y luego al centro.
4. Baja controlado hasta la clavícula. Repite.

⚠️ Errores comunes
* Arquear la zona lumbar para empujar (usar el core).
* Empujar la barra hacia delante en vez de recto.
* No bloquear arriba con la barra sobre la cabeza.
* Encoger los hombros sin completar el empuje.",press-militar-con-barra.png,"Barra, Disco",Intermedio,Empuje vertical,"3 series de 10 repeticiones, 60 seg de descanso"
Remo con mancuerna a una mano,One-arm dumbbell row,Compuesto,Espalda,Bíceps,Ambos,https://player.mediadelivery.net/play/713982/a3142152-88dd-43fa-b6ad-e02c1cb73621,"1. Apoya rodilla y mano del mismo lado en el banco, espalda recta.
2. Sujeta la mancuerna con el otro brazo extendido.
3. Tira de la mancuerna hacia la cadera llevando el codo atrás.
4. Baja controlado hasta estirar el brazo. Repite y cambia de lado.

⚠️ Errores comunes
* Rotar el torso para subir más peso.
* Tirar hacia el hombro en vez de la cadera.
* Redondear la espalda.
* Recorrido corto sin estirar abajo.",remo-con-mancuerna-a-una-mano.png,"Mancuernas, Banco",Principiante,Tirón horizontal,"3 series de 10 repeticiones, 60 seg de descanso"
Pull over con mancuerna,Dumbbell pullover,Aislamiento,Espalda,Pecho,Ambos,https://player.mediadelivery.net/play/713982/9d285e17-1a52-4903-a613-93e21f3effa6,"1. Túmbate sujetando una mancuerna con las dos manos sobre el pecho.
2. Mantén los codos ligeramente flexionados y fijos.
3. Lleva la mancuerna por detrás de la cabeza en arco hasta estirar.
4. Devuelve la mancuerna sobre el pecho. Repite.

⚠️ Errores comunes
* Flexionar y extender mucho los codos.
* Bajar demasiado y forzar el hombro.
* Despegar la zona lumbar en exceso.
* Usar peso excesivo perdiendo control.",pull-over-con-mancuerna.png,"Mancuernas, Banco",Intermedio,Tirón vertical,"3 series de 10 repeticiones, 60 seg de descanso"
Remo en máquina (pecho apoyado),Chest-supported row,Compuesto,Espalda,Bíceps,Gimnasio,https://player.mediadelivery.net/play/713982/8ffbf406-8ae5-4c84-af07-141b8c00d5bb,"1. Ajusta el asiento y apoya el pecho en el soporte.
2. Agarra las empuñaduras con los brazos extendidos.
3. Tira hacia el torso llevando los codos atrás y juntando escápulas.
4. Vuelve controlado al frente. Repite.

⚠️ Errores comunes
* Despegar el pecho del soporte con impulso.
* Encoger los hombros al tirar.
* Recorrido corto sin juntar escápulas.
* Soltar la vuelta sin control.",remo-en-maquina-pecho-apoyado.jpg,Máquina,Principiante,Tirón horizontal,"3 series de 10 repeticiones, 60 seg de descanso"
Encogimientos de hombros (shrugs),Shrugs,Aislamiento,Trapecio,Antebrazos,Ambos,https://player.mediadelivery.net/play/713982/8cdc6c87-fb3f-4a35-87b0-af50343306de,"1. De pie, sujeta la barra o mancuernas con los brazos extendidos.
2. Eleva los hombros recto hacia arriba, sin flexionar los codos.
3. Aprieta arriba un instante.
4. Baja controlado hasta estirar el trapecio. Repite.

⚠️ Errores comunes
* Rotar los hombros en círculos (no aporta y estresa).
* Flexionar los codos (se vuelve un remo).
* Usar impulso con las piernas.
* Recorrido corto sin estirar abajo.",encogimientos-de-hombros-shrugs.png,"Barra, Mancuernas, Disco",Principiante,Tirón vertical,"3 series de 10 repeticiones, 60 seg de descanso"
Remo con barra,Barbell row,Compuesto,Espalda,"Bíceps, Lumbares",Ambos,https://player.mediadelivery.net/play/713982/20bd338d-513e-4df7-9e8c-3f3745f1e4e1,"1. Haz bisagra de cadera inclinando el torso a ~45° con la espalda recta.
2. Sujeta la barra con agarre prono, brazos extendidos.
3. Tira de la barra hacia el abdomen llevando los codos atrás.
4. Baja controlado sin redondear la espalda. Repite.

⚠️ Errores comunes
* Redondear la espalda baja (riesgo lumbar).
* Usar impulso del torso subiendo y bajando.
* Tirar solo con los brazos.
* Levantar demasiado el torso (se vuelve casi vertical).",remo-con-barra.png,"Barra, Disco",Intermedio,Tirón horizontal,"3 series de 10 repeticiones, 60 seg de descanso"
Jalón al pecho,Lat pulldown,Compuesto,Espalda,Bíceps,Gimnasio,https://player.mediadelivery.net/play/713982/7c70cb03-997b-4591-84ad-fd36b8713e97,"1. Fija los muslos bajo el rodillo y agarra la barra algo más ancho que los hombros.
2. Saca pecho e inclina ligeramente el torso atrás.
3. Tira de la barra hacia la parte alta del pecho llevando los codos abajo.
4. Sube controlado hasta extender los brazos. Repite.

⚠️ Errores comunes
* Tirar la barra detrás de la nuca (riesgo de hombro).
* Usar demasiado impulso del torso.
* No bajar las escápulas antes de tirar.
* Recorrido corto sin estirar arriba.",jalon-al-pecho.jpg,"Polea, Máquina, Cable",Principiante,Tirón vertical,"3 series de 10 repeticiones, 60 seg de descanso"
Remo en polea baja (sentado),Seated cable row,Compuesto,Espalda,Bíceps,Gimnasio,https://player.mediadelivery.net/play/713982/0ffaabd0-41aa-4956-95af-5657c021c353,"1. Siéntate con los pies apoyados y rodillas algo flexionadas.
2. Sujeta el agarre con la espalda recta y los brazos extendidos.
3. Tira hacia el abdomen llevando los codos atrás.
4. Estira controlado al frente sin redondear la espalda. Repite.

⚠️ Errores comunes
* Balancear el torso adelante y atrás con impulso.
* Redondear la espalda al estirar.
* Encoger los hombros al tirar.
* Tirar demasiado alto (hacia el pecho en vez del abdomen).",remo-en-polea-baja-sentado.png,"Polea, Cable",Principiante,Tirón horizontal,"3 series de 10 repeticiones, 60 seg de descanso"
Fondos en paralelas,Parallel bar dips,Compuesto,Pecho,"Tríceps, Hombros",Gimnasio,https://player.mediadelivery.net/play/713982/3247b55f-ffa6-491a-aa69-1e73514e4b67,"1. Sube a las paralelas con los brazos extendidos.
2. Inclina ligeramente el torso hacia delante para implicar el pecho.
3. Baja controlado flexionando los codos hasta sentir estiramiento.
4. Empuja hacia arriba sin bloquear de golpe. Repite.

⚠️ Errores comunes
* Bajar demasiado y forzar el hombro.
* Mantener el torso totalmente vertical (pasa a tríceps).
* Balancear el cuerpo con impulso.
* Encoger los hombros hacia las orejas.",fondos-en-paralelas.jpg,"Peso corporal, Máquina",Avanzado,Empuje vertical,"3 series de 10 repeticiones, 60 seg de descanso"
Press de pecho en máquina,Chest press machine,Compuesto,Pecho,"Tríceps, Hombros",Gimnasio,https://player.mediadelivery.net/play/713982/eb72955f-c0a1-44ee-9ff1-1edbf73b8248,"1. Ajusta el asiento para que los agarres queden a la altura del pecho.
2. Apoya bien la espalda y agarra las empuñaduras.
3. Empuja al frente hasta casi extender los brazos.
4. Vuelve controlado sin dejar caer el peso. Repite.

⚠️ Errores comunes
* Asiento mal ajustado (agarres muy altos o bajos).
* Despegar la espalda del respaldo.
* Bloquear los codos de golpe.
* Soltar la fase de bajada sin control.",press-de-pecho-en-maquina.png,Máquina,Principiante,Empuje horizontal,"3 series de 10 repeticiones, 60 seg de descanso"
Press inclinado con mancuernas,Incline dumbbell press,Compuesto,Pecho,"Tríceps, Hombros",Ambos,https://player.mediadelivery.net/play/713982/2ee86761-29d8-4590-96a9-add402daa299,"1. Ajusta el banco a 30-45° y siéntate con la espalda apoyada.
2. Sube las mancuernas y extiende los brazos sobre el pecho alto.
3. Baja de forma controlada hasta sentir estiramiento en el pecho.
4. Empuja hacia arriba sin chocar las mancuernas con fuerza. Repite.

⚠️ Errores comunes
* Inclinar el banco demasiado (>45°): pasa a trabajar el hombro.
* Bajar sin control o demasiado rápido.
* Arquear excesivamente la espalda despegándola del banco.
* Juntar las mancuernas chocándolas arriba perdiendo tensión.",press-inclinado-con-mancuernas.png,"Mancuernas, Banco",Intermedio,Empuje horizontal,"3 series de 10 repeticiones, 60 seg de descanso"
Press declinado con barra,Decline bench press,Compuesto,Pecho,Tríceps,Gimnasio,https://player.mediadelivery.net/play/713982/07dc2795-4815-449f-b8d9-e75fd50d9f43,"1. Colócate en el banco declinado y fija las piernas en los soportes.
2. Agarra la barra algo más ancho que los hombros y sácala del rack.
3. Baja controlado hasta la parte baja del pecho.
4. Empuja hacia arriba hasta extender los brazos. Repite.

⚠️ Errores comunes
* Declinación excesiva que marea y dificulta el control.
* Bajar la barra demasiado alta (hacia el cuello).
* Rebotar la barra en el pecho.
* No fijar bien las piernas y resbalar.",press-declinado-con-barra.png,"Barra, Banco, Disco",Intermedio,Empuje horizontal,"3 series de 10 repeticiones, 60 seg de descanso"
Press de banca con barra,Bench press,Compuesto,Pecho,"Tríceps, Hombros",Ambos,https://player.mediadelivery.net/play/713982/4adb1147-b068-45ab-a100-cbeab278b49b,"1. Túmbate en el banco con los ojos bajo la barra y los pies bien apoyados.
2. Agarra la barra algo más ancho que los hombros y junta los omóplatos.
3. Saca la barra del soporte y llévala sobre el pecho con los brazos extendidos.
4. Baja la barra de forma controlada hasta tocar el pecho, manteniendo los codos a unos 45°.
5. Empuja hacia arriba con fuerza hasta extender los brazos. Repite.

⚠️ Errores comunes
* Abrir los codos a 90°: estresa el hombro. Mantenlos más pegados al torso.
* Rebotar la barra en el pecho: pierdes tensión y arriesgas lesión; baja con control.
* Despegar los glúteos del banco: resta estabilidad y es trampa. Mantén el contacto.
* Perder la retracción escapular: el pecho se «hunde» y trabaja de más el hombro.
* Muñecas dobladas hacia atrás: dolor y pérdida de fuerza; mantenlas firmes.",press-de-banca-con-barra.png,"Barra, Banco, Disco",Intermedio,Empuje horizontal,"3 series de 10 repeticiones, 60 seg de descanso"
